order_number,line_item,order_date,customerkey,storekey,productkey,quantity,currency_code,gender,customers_city,customers_state,customers_country,customers_continent,age,product_name,brand,color,_unit_cost_usd_,_unit_price_usd_,subcategorykey,subcategory,categorykey,category,store_country,store_state,square_meters,open_date,exchange,total_price
1830080,3,2020-01-04,1431209,0,1281,2,USD,Female,Richmond,Virginia,United States,North America,64,Contoso General Soft Carrying Case E318 White,Contoso,White,7.64,14.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,29.98
1830081,1,2020-01-04,503817,23,1623,1,EUR,Female,Hamburg Hammerbrook,Hamburg,Germany,Europe,57,Contoso DVD Recorder L210 Silver,Contoso,Silver,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",Germany,Hamburg,1365,2010-01-01,0.8971,219
1830081,2,2020-01-04,503817,23,106,2,EUR,Female,Hamburg Hammerbrook,Hamburg,Germany,Europe,57,WWI Stereo Bluetooth Headphones New Generation M370 Black,Wide World Importers,Black,61.16,132.99,106,Bluetooth Headphones,1,Audio,Germany,Hamburg,1365,2010-01-01,0.8971,265.98
1830082,1,2020-01-04,1218731,0,111,2,USD,Female,Manes,Missouri,United States,North America,46,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,Wide World Importers,Black,82.83,249.99,106,Bluetooth Headphones,1,Audio,Online,Online,0,2010-01-01,1,499.98
1830083,1,2020-01-04,1299855,57,1806,3,USD,Male,Santa Fe,New Mexico,United States,North America,84,MGS Zoo Tycoon Dinosaur Digs2009 E162,Tailspin Toys,Blue,16.31,32,702,Download Games,7,Games and Toys,United States,New Mexico,1645,2010-06-03,1,96
1830083,2,2020-01-04,1299855,57,1385,1,USD,Male,Santa Fe,New Mexico,United States,North America,84,Contoso Multi-line phones M30 Grey,Contoso,Grey,10.57,22.99,501,Home & Office Phones,5,Cell phones,United States,New Mexico,1645,2010-06-03,1,22.99
1830083,3,2020-01-04,1299855,57,103,4,USD,Male,Santa Fe,New Mexico,United States,North America,84,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Black,52.88,115,106,Bluetooth Headphones,1,Audio,United States,New Mexico,1645,2010-06-03,1,460
1830083,4,2020-01-04,1299855,57,2502,3,USD,Male,Santa Fe,New Mexico,United States,North America,84,Contoso Touch Stylus Pen E150 Black,Contoso,Black,5.09,9.99,505,Cell phones Accessories,5,Cell phones,United States,New Mexico,1645,2010-06-03,1,29.97
1830083,5,2020-01-04,1299855,57,1721,2,USD,Male,Santa Fe,New Mexico,United States,North America,84,MGS Rise of Nations: Rise of Legends M290,Tailspin Toys,Black,32.25,70.13,702,Download Games,7,Games and Toys,United States,New Mexico,1645,2010-06-03,1,140.26
1830083,6,2020-01-04,1299855,57,1827,2,USD,Male,Santa Fe,New Mexico,United States,North America,84,Litware Washer & Dryer 27in L420 White,Litware,White,878.66,2652,801,Washers & Dryers,8,Home Appliances,United States,New Mexico,1645,2010-06-03,1,5304
1830084,1,2020-01-04,923402,36,1306,2,GBP,Female,RHYDYMWYN,Flintshire,United Kingdom,Europe,21,Contoso Lens Adapter M450 Black,Contoso,Black,31.27,68,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,United Kingdom,Armagh,1300,2014-07-02,0.7636,136
1830084,2,2020-01-04,923402,36,2372,1,GBP,Female,RHYDYMWYN,Flintshire,United Kingdom,Europe,21,Contoso Air conditioner 8000BTU M0320 Grey,Contoso,Grey,183.94,399.99,807,Air Conditioners,8,Home Appliances,United Kingdom,Armagh,1300,2014-07-02,0.7636,399.99
1830084,3,2020-01-04,923402,36,431,6,GBP,Female,RHYDYMWYN,Flintshire,United Kingdom,Europe,21,Adventure Works Desktop PC1.80 ED180 Brown,Adventure Works,Brown,188.13,369,303,Desktops,3,Computers,United Kingdom,Armagh,1300,2014-07-02,0.7636,2214
1830084,4,2020-01-04,923402,36,1591,1,GBP,Female,RHYDYMWYN,Flintshire,United Kingdom,Europe,21,SV DVD 55DVD Storage Binder M56 Silver,Southridge Video,Silver,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,Armagh,1300,2014-07-02,0.7636,12.66
1830085,1,2020-01-04,911435,36,1621,3,GBP,Male,TILLYFOURIE,Aberdeenshire,United Kingdom,Europe,25,Contoso DVD Movies E100 Yellow,Contoso,Yellow,6.62,12.99,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,Armagh,1300,2014-07-02,0.7636,38.97
1830085,2,2020-01-04,911435,36,1779,1,GBP,Male,TILLYFOURIE,Aberdeenshire,United Kingdom,Europe,25,MGS Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135,Tailspin Toys,Blue,21.92,43,702,Download Games,7,Games and Toys,United Kingdom,Armagh,1300,2014-07-02,0.7636,43
1830085,3,2020-01-04,911435,36,1640,2,GBP,Male,TILLYFOURIE,Aberdeenshire,United Kingdom,Europe,25,Contoso DVD 60 DVD Storage Binder L20 Red,Contoso,Red,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,Armagh,1300,2014-07-02,0.7636,45.78
1830086,1,2020-01-04,1054956,0,481,1,GBP,Male,BEDBURN,County Durham,United Kingdom,Europe,62,Proseware LCD19 E1000 White,Proseware,White,63.92,139,304,Monitors,3,Computers,Online,Online,0,2010-01-01,0.7636,139
1830086,2,2020-01-04,1054956,0,1670,2,GBP,Male,BEDBURN,County Durham,United Kingdom,Europe,62,MGS Hand Games women M400 Black,Tailspin Toys,Black,4.13,8.99,701,Boxed Games,7,Games and Toys,Online,Online,0,2010-01-01,0.7636,17.98
1830086,3,2020-01-04,1054956,0,1699,2,GBP,Male,BEDBURN,County Durham,United Kingdom,Europe,62,SV Hand Games men M30 Red,Southridge Video,Red,3.16,6.88,701,Boxed Games,7,Games and Toys,Online,Online,0,2010-01-01,0.7636,13.76
1830086,4,2020-01-04,1054956,0,1544,3,GBP,Male,BEDBURN,County Durham,United Kingdom,Europe,62,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,The Phone Company,Silver,109.45,238,504,Smart phones & PDAs,5,Cell phones,Online,Online,0,2010-01-01,0.7636,714
1830087,1,2020-01-04,65269,5,1171,1,AUD,Female,BARWIDGEE,Victoria,Australia,Australia,82,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,Fabrikam,White,301.21,655,405,Camcorders,4,Cameras and camcorders,Australia,Victoria,2000,2015-12-09,1.4381,655
1830087,2,2020-01-04,65269,5,1609,2,AUD,Female,BARWIDGEE,Victoria,Australia,Australia,82,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,Silver,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",Australia,Victoria,2000,2015-12-09,1.4381,519.98
1830087,3,2020-01-04,65269,5,1699,3,AUD,Female,BARWIDGEE,Victoria,Australia,Australia,82,SV Hand Games men M30 Red,Southridge Video,Red,3.16,6.88,701,Boxed Games,7,Games and Toys,Australia,Victoria,2000,2015-12-09,1.4381,20.64
1830087,4,2020-01-04,65269,5,1223,3,AUD,Female,BARWIDGEE,Victoria,Australia,Australia,82,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black,Fabrikam,Black,234.52,460,405,Camcorders,4,Cameras and camcorders,Australia,Victoria,2000,2015-12-09,1.4381,1380
1830087,5,2020-01-04,65269,5,1329,1,AUD,Female,BARWIDGEE,Victoria,Australia,Australia,82,Contoso Phone with 13-Number Memory (210) M301 Black,Contoso,Black,7.81,16.99,501,Home & Office Phones,5,Cell phones,Australia,Victoria,2000,2015-12-09,1.4381,16.99
1830087,6,2020-01-04,65269,5,105,1,AUD,Female,BARWIDGEE,Victoria,Australia,Australia,82,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Pink,52.88,115,106,Bluetooth Headphones,1,Audio,Australia,Victoria,2000,2015-12-09,1.4381,115
1830087,7,2020-01-04,65269,5,1357,4,AUD,Female,BARWIDGEE,Victoria,Australia,Australia,82,Contoso Private Automatic Branch Exchange M65 White,Contoso,White,17.93,38.99,501,Home & Office Phones,5,Cell phones,Australia,Victoria,2000,2015-12-09,1.4381,155.96
1830089,1,2020-01-04,1271830,59,1447,2,USD,Female,Red Hook,New York,United States,North America,24,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,The Phone Company,Gold,137.5,299,503,Touch Screen Phones,5,Cell phones,United States,Oregon,2000,2012-08-08,1,598
1831000,1,2020-01-05,2040156,0,291,2,USD,Male,Wilkes Barre,Pennsylvania,United States,North America,36,Contoso Home Theater System 2.1 Channel M1230 Brown,Contoso,Brown,183.54,360,203,Home Theater System,2,TV and Video,Online,Online,0,2010-01-01,1,720
1831001,1,2020-01-05,1386766,50,750,2,USD,Male,Grand Rapids,Michigan,United States,North America,56,Contoso Education Essentials Bundle M300 Black,Contoso,Black,4.37,9.5,308,Computers Accessories,3,Computers,United States,Kansas,2000,2008-03-06,1,19
1831002,1,2020-01-05,1195913,42,394,1,GBP,Female,WESTERHAM,Bromley,United Kingdom,Europe,86,WWI Laptop15.4W M0156 Black,Wide World Importers,Black,348.58,758,301,Laptops,3,Computers,United Kingdom,North Down,1900,2009-12-15,0.7636,758
1831002,2,2020-01-05,1195913,42,1768,3,GBP,Female,WESTERHAM,Bromley,United Kingdom,Europe,86,MGS Empires Collector's 2008 M440,Tailspin Toys,Purple,15.64,34,702,Download Games,7,Games and Toys,United Kingdom,North Down,1900,2009-12-15,0.7636,102
1831002,3,2020-01-05,1195913,42,1573,3,GBP,Female,WESTERHAM,Bromley,United Kingdom,Europe,86,SV DVD Player M120 White,Southridge Video,White,27.13,58.99,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,North Down,1900,2009-12-15,0.7636,176.97
1831002,4,2020-01-05,1195913,42,1579,5,GBP,Female,WESTERHAM,Bromley,United Kingdom,Europe,86,SV DVD Recorder L220 White,Southridge Video,White,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,North Down,1900,2009-12-15,0.7636,1095
1831002,5,2020-01-05,1195913,42,2130,1,GBP,Female,WESTERHAM,Bromley,United Kingdom,Europe,86,Contoso Coffee Maker 12C M1000 White,Contoso,White,204.64,445,805,Coffee Machines,8,Home Appliances,United Kingdom,North Down,1900,2009-12-15,0.7636,445
1831002,6,2020-01-05,1195913,42,1576,2,GBP,Female,WESTERHAM,Bromley,United Kingdom,Europe,86,SV DVD Movies E100 Yellow,Southridge Video,Yellow,6.62,12.99,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,North Down,1900,2009-12-15,0.7636,25.98
1831002,7,2020-01-05,1195913,42,415,5,GBP,Female,WESTERHAM,Bromley,United Kingdom,Europe,86,Proseware Laptop8.9 E089 White,Proseware,White,166.2,326,301,Laptops,3,Computers,United Kingdom,North Down,1900,2009-12-15,0.7636,1630
1831003,1,2020-01-05,769851,30,1565,2,EUR,Male,Sessano Del Molise,Isernia,Italy,Europe,36,The Phone Company PDA Handheld 3.5 inch M610 White,The Phone Company,White,117.27,255,504,Smart phones & PDAs,5,Cell phones,Italy,Pesaro,2100,2008-01-12,0.8971,510
1831004,1,2020-01-05,1485548,49,405,2,USD,Female,Worthington,Ohio,United States,North America,64,Proseware Laptop15 M510 Black,Proseware,Black,321.44,699,301,Laptops,3,Computers,United States,Iowa,2000,2018-06-03,1,1398
1831004,2,2020-01-05,1485548,49,1574,1,USD,Female,Worthington,Ohio,United States,North America,64,SV DVD Player M130 Grey,Southridge Video,Grey,27.59,59.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Iowa,2000,2018-06-03,1,59.99
1831005,1,2020-01-05,1050429,37,1653,1,GBP,Female,KENNACRAIG,Argyllshire,United Kingdom,Europe,38,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,Ayrshire,2100,2005-03-04,0.7636,109.99
1831005,2,2020-01-05,1050429,37,1052,1,GBP,Female,KENNACRAIG,Argyllshire,United Kingdom,Europe,38,A. Datum SLR Camera X137 Grey,A. Datum,Grey,207.74,627,402,Digital SLR Cameras,4,Cameras and camcorders,United Kingdom,Ayrshire,2100,2005-03-04,0.7636,627
1831005,3,2020-01-05,1050429,37,442,2,GBP,Female,KENNACRAIG,Argyllshire,United Kingdom,Europe,38,WWI Desktop PC1.80 E1801 Silver,Wide World Importers,Silver,137.6,269.9,303,Desktops,3,Computers,United Kingdom,Ayrshire,2100,2005-03-04,0.7636,539.8
1831005,4,2020-01-05,1050429,37,2326,7,GBP,Female,KENNACRAIG,Argyllshire,United Kingdom,Europe,38,Litware Floor Lamp X1015 Silver,Litware,Silver,210.72,635.99,806,Lamps,8,Home Appliances,United Kingdom,Ayrshire,2100,2005-03-04,0.7636,4451.93
1831006,1,2020-01-05,1334369,43,1184,7,USD,Male,Stockton,California,United States,North America,22,Fabrikam Business Videographer 1'' 25mm M600 White,Fabrikam,White,409.28,890,405,Camcorders,4,Cameras and camcorders,United States,Alaska,1190,2015-01-01,1,6230
1831006,2,2020-01-05,1334369,43,1405,1,USD,Male,Stockton,California,United States,North America,22,Contoso 2-Line Speakerphone M109 Grey,Contoso,Grey,16.55,35.99,501,Home & Office Phones,5,Cell phones,United States,Alaska,1190,2015-01-01,1,35.99
1831006,3,2020-01-05,1334369,43,430,2,USD,Male,Stockton,California,United States,North America,22,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.63,269.95,303,Desktops,3,Computers,United States,Alaska,1190,2015-01-01,1,539.9
1831006,4,2020-01-05,1334369,43,530,6,USD,Male,Stockton,California,United States,North America,22,WWI LCD22 M2002 White,Wide World Importers,White,205.09,619,304,Monitors,3,Computers,United States,Alaska,1190,2015-01-01,1,3714
1831008,1,2020-01-05,421385,23,1702,8,EUR,Male,Wolfratshausen,Freistaat Bayern,Germany,Europe,53,SV Hand Games for Office worker L28 Red,Southridge Video,Red,5.63,16.99,701,Boxed Games,7,Games and Toys,Germany,Hamburg,1365,2010-01-01,0.8971,135.92
1831008,2,2020-01-05,421385,23,1604,3,EUR,Male,Wolfratshausen,Freistaat Bayern,Germany,Europe,53,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Black,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",Germany,Hamburg,1365,2010-01-01,0.8971,779.97
1832000,1,2020-01-06,1098687,0,435,8,GBP,Male,FULLETBY,Lincoln,United Kingdom,Europe,45,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,137.63,269.95,303,Desktops,3,Computers,Online,Online,0,2010-01-01,0.7613,2159.6
1832000,2,2020-01-06,1098687,0,365,3,GBP,Male,FULLETBY,Lincoln,United Kingdom,Europe,45,Adventure Works Laptop16 M1600 Black,Adventure Works,Black,275.46,599,301,Laptops,3,Computers,Online,Online,0,2010-01-01,0.7613,1797
1832000,3,2020-01-06,1098687,0,136,4,GBP,Male,FULLETBY,Lincoln,United Kingdom,Europe,45,"Adventure Works 20"" LCD HDTV M120 Brown",Adventure Works,Brown,160.93,349.95,201,Televisions,2,TV and Video,Online,Online,0,2010-01-01,0.7613,1399.8
1832000,4,2020-01-06,1098687,0,2389,1,GBP,Male,FULLETBY,Lincoln,United Kingdom,Europe,45,Proseware Air conditioner 5200BTU E100 White,Proseware,White,56.08,109.99,807,Air Conditioners,8,Home Appliances,Online,Online,0,2010-01-01,0.7613,109.99
1832001,1,2020-01-06,1355953,51,1592,2,USD,Female,Sherman Mills,Maine,United States,North America,37,SV DVD 48 DVD Storage Binder M50 Red,Southridge Video,Red,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Maine,1295,2010-01-01,1,35.98
1832001,2,2020-01-06,1355953,51,163,1,USD,Female,Sherman Mills,Maine,United States,North America,37,"Adventure Works 52"" LCD HDTV X790W White",Adventure Works,White,527.53,1592.2,201,Televisions,2,TV and Video,United States,Maine,1295,2010-01-01,1,1592.2
1832002,1,2020-01-06,701474,30,1536,3,EUR,Female,Milano,Milano,Italy,Europe,67,The Phone Company PDA GPS Phone 3.7 inch M930 Black,The Phone Company,Black,137.04,298,504,Smart phones & PDAs,5,Cell phones,Italy,Pesaro,2100,2008-01-12,0.8933,894
1832003,1,2020-01-06,625689,0,1607,1,EUR,Female,AIX-LES-BAINS,Rhône-Alpes,France,Europe,58,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,0.8933,179.99
1832003,2,2020-01-06,625689,0,1581,3,EUR,Female,AIX-LES-BAINS,Rhône-Alpes,France,Europe,58,SV DVD Recorder L240 Gold,Southridge Video,Gold,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,0.8933,657
1832003,3,2020-01-06,625689,0,443,5,EUR,Female,AIX-LES-BAINS,Rhône-Alpes,France,Europe,58,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,160.49,349,303,Desktops,3,Computers,Online,Online,0,2010-01-01,0.8933,1745
1832005,1,2020-01-06,1610147,53,51,4,USD,Female,Springfield,Massachusetts,United States,North America,58,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Blue,91.95,199.95,104,Recording Pen,1,Audio,United States,Montana,1260,2012-06-06,1,799.8
1832005,2,2020-01-06,1610147,53,86,2,USD,Female,Springfield,Massachusetts,United States,North America,58,NT Wireless Bluetooth Stereo Headphones M402 Black,Northwind Traders,Black,45.98,99.99,106,Bluetooth Headphones,1,Audio,United States,Montana,1260,2012-06-06,1,199.98
1832006,1,2020-01-06,1549671,44,1899,3,USD,Male,Little Rock,Arkansas,United States,North America,65,Fabrikam Refrigerator 9.7CuFt M5600 White,Fabrikam,White,226.71,493,802,Refrigerators,8,Home Appliances,United States,Arkansas,2000,2010-06-03,1,1479
1832006,2,2020-01-06,1549671,44,1791,1,USD,Male,Little Rock,Arkansas,United States,North America,65,MGS Kings & Myths: The Age Collection2009 E147,Tailspin Toys,Pink,21.92,43,702,Download Games,7,Games and Toys,United States,Arkansas,2000,2010-06-03,1,43
1832007,1,2020-01-06,1721037,55,47,4,USD,Female,West Palm Beach,Florida,United States,North America,71,WWI 1GBPulse Smart pen E50 Black,Wide World Importers,Black,76.45,149.95,104,Recording Pen,1,Audio,United States,Nevada,2000,2009-12-15,1,599.8
1832008,1,2020-01-06,931321,38,1574,5,GBP,Female,MILLER'S DALE,Derbyshire Dales,United Kingdom,Europe,51,SV DVD Player M130 Grey,Southridge Video,Grey,27.59,59.99,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,Belfast,1800,2015-04-04,0.7613,299.95
1832008,2,2020-01-06,931321,38,1742,2,GBP,Female,MILLER'S DALE,Derbyshire Dales,United Kingdom,Europe,51,MGS Age of Mythology E118,Tailspin Toys,Pink,14.28,28,702,Download Games,7,Games and Toys,United Kingdom,Belfast,1800,2015-04-04,0.7613,56
1832008,3,2020-01-06,931321,38,1507,1,GBP,Female,MILLER'S DALE,Derbyshire Dales,United Kingdom,Europe,51,The Phone Company Smart phones Unlocked M300 Pink,The Phone Company,Pink,122.78,267,504,Smart phones & PDAs,5,Cell phones,United Kingdom,Belfast,1800,2015-04-04,0.7613,267
1832009,1,2020-01-06,467069,0,1572,1,EUR,Male,Gräfelfing,Freistaat Bayern,Germany,Europe,37,SV DVD Player M110 Silver,Southridge Video,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,0.8933,57.99
1832009,2,2020-01-06,467069,0,1761,1,EUR,Male,Gräfelfing,Freistaat Bayern,Germany,Europe,37,MGS Combat Flight Simulator 2 M400,Tailspin Toys,Black,33.75,73.39,702,Download Games,7,Games and Toys,Online,Online,0,2010-01-01,0.8933,73.39
1832009,3,2020-01-06,467069,0,1627,1,EUR,Male,Gräfelfing,Freistaat Bayern,Germany,Europe,37,Contoso DVD 48 DVD Storage Binder M50 Black,Contoso,Black,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,0.8933,17.99
1832009,4,2020-01-06,467069,0,1673,4,EUR,Male,Gräfelfing,Freistaat Bayern,Germany,Europe,37,MGS Hand Games for kids E300 Red,Tailspin Toys,Red,2.8,5.5,701,Boxed Games,7,Games and Toys,Online,Online,0,2010-01-01,0.8933,22
1832009,5,2020-01-06,467069,0,141,4,EUR,Male,Gräfelfing,Freistaat Bayern,Germany,Europe,37,"Adventure Works 15.6"" LCD TV M130W Silver",Adventure Works,Silver,152.94,299.99,201,Televisions,2,TV and Video,Online,Online,0,2010-01-01,0.8933,1199.96
1832009,6,2020-01-06,467069,0,957,1,EUR,Male,Gräfelfing,Freistaat Bayern,Germany,Europe,37,A. Datum Full Frame Digital Camera X300 Black,A. Datum,Black,76.53,231,401,Digital Cameras,4,Cameras and camcorders,Online,Online,0,2010-01-01,0.8933,231
1832010,1,2020-01-06,1579183,53,1631,6,USD,Male,Atlanta,Georgia,United States,North America,43,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Black,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Montana,1260,2012-06-06,1,75.96
